pp_boiler,distance,year,automobile,bus,truck,motorcycle,all_mv,num_pp_50_mi,num_pp_100_mi,num_pp_150_mi,fuel_Fossil_fuel,fuel_Gas,fuel_Hydro,fuel_Nuclear,fuel_Oil,fuel_Sun,fuel_Wind,dir_NW,dir_SE,dir_SW,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,state_California,state_Colorado,state_Nevada,state_New Mexico,state_Utah,fuel,state,lat,long
0.0,81.67605861184167,2016,1047362,3128.0,1273607,74562.0,2398659.0,23,46,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sun,Nevada,36.685,-114.646
0.0,74.49140572677084,2016,1047362,3128.0,1273607,74562.0,2398659.0,23,46,99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Gas,Nevada,36.702,-114.5125
0.0,92.7148078821632,2016,1047362,3128.0,1273607,74562.0,2398659.0,23,46,99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sun,Nevada,36.52995,-114.770308
4.0,81.8677130026463,2016,1047362,3128.0,1273607,74562.0,2398659.0,23,46,99,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fossil_fuel,Nevada,36.657347,-114.633263
0.0,68.60646991655314,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Biomass,Utah,38.173889,-113.297222
3.0,93.65170652773662,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Biomass,Utah,38.4889,-112.8533
0.0,66.17897067070393,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sun,Utah,38.023333,-112.731667
0.0,93.94321292593435,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sun,Utah,38.524167,-113.033889
0.0,92.38903635883345,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sun,Utah,38.500833,-113.03
0.0,92.594692032045,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sun,Utah,38.497778,-112.986944
0.0,86.14841583574969,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sun,Utah,38.40277800000001,-112.988889
0.0,80.55747207102701,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sun,Utah,38.256111,-112.735833
0.0,78.11702230738123,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sun,Utah,38.291389,-113.035556
