pp_boiler,distance,year,automobile,bus,truck,motorcycle,all_mv,num_pp_50_mi,num_pp_100_mi,num_pp_150_mi,fuel_Fossil_fuel,fuel_Gas,fuel_Hydro,fuel_Nuclear,fuel_Oil,fuel_Sun,fuel_Wind,dir_NW,dir_SE,dir_SW,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,state_California,state_Colorado,state_Nevada,state_New Mexico,state_Utah,fuel,state,lat,long
0.0,45.36154445427291,2016,2377962,9016.0,3233330,166583.0,5786891.0,23,46,99,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oil,Arizona,36.9708,-112.5264
0.0,36.849464264223144,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sun,Utah,37.639167,-113.645833
0.0,20.124027948165235,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Oil,Utah,37.041997,-113.626736
0.0,44.93669428315497,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sun,Utah,37.807778000000006,-113.09
0.0,36.06966397395136,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sun,Utah,37.641111,-113.6125
0.0,39.4892560098674,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sun,Utah,37.750268,-113.253724
0.0,42.46732654654016,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sun,Utah,37.79467800000001,-113.283666
0.0,38.39189772196211,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sun,Utah,37.731338,-113.216634
0.0,41.32700060275143,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sun,Utah,37.77509000000001,-113.226403
0.0,42.7522686851883,2016,940604,5986.0,1288069,82623.0,2317282.0,23,46,99,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sun,Utah,37.7989,-113.322
